Date,Usage (minutes),Notifications,Times Opened,DayOfWeek,Month,Previous_Day_Usage,Notifications_x_Timesopened,App_Facebook,App_Instagram,App_LinkedIn,App_Netflix,App_Safari,App_WhatsApp,App_X
2024-08-22,2,0.013605442176870748,0.09183673469387754,3,8,28.0,0.0012494793835901706,False,False,False,False,True,False,False
2024-08-02,17,0.0,0.08163265306122448,4,8,2.0,0.0,False,False,False,False,True,False,False
2024-08-11,16,0.013605442176870748,0.09183673469387754,6,8,17.0,0.0012494793835901706,False,False,False,False,True,False,False
2024-08-23,3,0.006802721088435374,0.08163265306122448,4,8,16.0,0.0005553241704845203,False,False,False,False,True,False,False
2024-08-24,13,0.006802721088435374,0.061224489795918366,5,8,3.0,0.0004164931278633902,False,False,False,False,True,False,False
2024-08-25,4,0.0,0.030612244897959183,6,8,13.0,0.0,False,False,False,False,True,False,False
2024-08-01,8,0.006802721088435374,0.020408163265306124,3,8,4.0,0.00013883104262113008,False,False,False,False,True,False,False
2024-08-23,15,0.006802721088435374,0.01020408163265306,4,8,8.0,6.941552131056504e-05,False,False,False,False,True,False,False
2024-08-23,19,0.0,0.09183673469387754,4,8,15.0,0.0,False,False,False,False,True,False,False
2024-08-30,17,0.006802721088435374,0.05102040816326531,4,8,19.0,0.0003470776065528252,False,False,False,False,True,False,False
2024-08-15,11,0.0,0.0,3,8,17.0,0.0,False,False,False,False,True,False,False
2024-08-08,12,0.0,0.061224489795918366,3,8,11.0,0.0,False,False,False,False,True,False,False
2024-08-04,6,0.0,0.030612244897959183,6,8,12.0,0.0,False,False,False,False,True,False,False
2024-08-30,15,0.013605442176870748,0.061224489795918366,4,8,6.0,0.0008329862557267804,False,False,False,False,True,False,False
2024-08-08,20,0.0,0.01020408163265306,3,8,15.0,0.0,False,False,False,False,True,False,False
2024-08-28,10,0.006802721088435374,0.020408163265306124,2,8,20.0,0.00013883104262113008,False,False,False,False,True,False,False
2024-08-17,19,0.006802721088435374,0.061224489795918366,5,8,10.0,0.0004164931278633902,False,False,False,False,True,False,False
2024-08-26,5,0.006802721088435374,0.04081632653061224,0,8,19.0,0.00027766208524226016,False,False,False,False,True,False,False
2024-08-30,9,0.0,0.0,4,8,5.0,0.0,False,False,False,False,True,False,False
2024-08-26,1,0.013605442176870748,0.01020408163265306,0,8,9.0,0.00013883104262113008,False,False,False,False,True,False,False
2024-08-30,16,0.0,0.07142857142857142,4,8,1.0,0.0,False,False,False,False,True,False,False
2024-08-13,1,0.0,0.061224489795918366,1,8,16.0,0.0,False,False,False,False,True,False,False
2024-08-05,3,0.006802721088435374,0.020408163265306124,0,8,1.0,0.00013883104262113008,False,False,False,False,True,False,False
2024-08-05,14,0.0,0.0,0,8,3.0,0.0,False,False,False,False,True,False,False
2024-08-30,14,0.006802721088435374,0.030612244897959183,4,8,14.0,0.0002082465639316951,False,False,False,False,True,False,False
2024-08-05,90,0.006802721088435374,0.01020408163265306,0,8,14.0,6.941552131056504e-05,False,False,False,True,False,False,False
2024-08-26,62,0.0,0.030612244897959183,0,8,90.0,0.0,False,False,False,True,False,False,False
2024-08-01,108,0.0,0.01020408163265306,3,8,62.0,0.0,False,False,False,True,False,False,False
2024-08-10,83,0.006802721088435374,0.01020408163265306,5,8,108.0,6.941552131056504e-05,False,False,False,True,False,False,False
2024-08-20,109,0.006802721088435374,0.01020408163265306,1,8,83.0,6.941552131056504e-05,False,False,False,True,False,False,False
2024-08-19,72,0.006802721088435374,0.0,0,8,109.0,0.0,False,False,False,True,False,False,False
2024-08-24,83,0.0,0.030612244897959183,5,8,72.0,0.0,False,False,False,True,False,False,False
2024-08-16,38,0.006802721088435374,0.01020408163265306,4,8,83.0,6.941552131056504e-05,False,False,False,True,False,False,False
2024-08-17,106,0.006802721088435374,0.020408163265306124,5,8,38.0,0.00013883104262113008,False,False,False,True,False,False,False
2024-08-20,38,0.006802721088435374,0.01020408163265306,1,8,106.0,6.941552131056504e-05,False,False,False,True,False,False,False
2024-08-03,47,0.0,0.04081632653061224,5,8,38.0,0.0,False,False,False,True,False,False,False
2024-08-19,57,0.0,0.030612244897959183,0,8,47.0,0.0,False,False,False,True,False,False,False
2024-08-03,79,0.0,0.01020408163265306,5,8,57.0,0.0,False,False,False,True,False,False,False
2024-08-11,58,0.0,0.04081632653061224,6,8,79.0,0.0,False,False,False,True,False,False,False
2024-08-12,109,0.006802721088435374,0.01020408163265306,0,8,58.0,6.941552131056504e-05,False,False,False,True,False,False,False
2024-08-29,49,0.0,0.0,3,8,109.0,0.0,False,False,False,True,False,False,False
2024-08-26,22,0.0,0.01020408163265306,0,8,49.0,0.0,False,False,False,True,False,False,False
2024-08-10,104,0.006802721088435374,0.01020408163265306,5,8,22.0,6.941552131056504e-05,False,False,False,True,False,False,False
2024-08-19,119,0.0,0.030612244897959183,0,8,104.0,0.0,False,False,False,True,False,False,False
2024-08-26,89,0.0,0.030612244897959183,0,8,119.0,0.0,False,False,False,True,False,False,False
2024-08-25,35,0.0,0.0,6,8,89.0,0.0,False,False,False,True,False,False,False
2024-08-04,24,0.0,0.0,6,8,35.0,0.0,False,False,False,True,False,False,False
2024-08-24,78,0.0,0.0,5,8,24.0,0.0,False,False,False,True,False,False,False
2024-08-03,50,0.006802721088435374,0.0,5,8,78.0,0.0,False,False,False,True,False,False,False
2024-08-07,110,0.006802721088435374,0.04081632653061224,2,8,50.0,0.00027766208524226016,False,False,False,True,False,False,False
2024-08-12,58,0.43537414965986393,0.21428571428571425,0,8,110.0,0.0932944606413994,True,False,False,False,False,False,False
2024-08-23,34,0.29931972789115646,0.5,4,8,58.0,0.14965986394557823,True,False,False,False,False,False,False
2024-08-30,26,0.3945578231292517,0.2857142857142857,4,8,34.0,0.11273080660835762,True,False,False,False,False,False,False
2024-08-16,34,0.21088435374149658,0.21428571428571425,4,8,26.0,0.045189504373177834,True,False,False,False,False,False,False
2024-08-27,28,0.3945578231292517,0.44897959183673464,1,8,34.0,0.17714841038456197,True,False,False,False,False,False,False
2024-08-12,50,0.19047619047619047,0.2040816326530612,0,8,28.0,0.03887269193391642,True,False,False,False,False,False,False
2024-08-09,16,0.25170068027210885,0.22448979591836732,4,8,50.0,0.056504234346799936,True,False,False,False,False,False,False
2024-08-20,28,0.4557823129251701,0.24489795918367346,1,8,16.0,0.11162015826738858,True,False,False,False,False,False,False
2024-08-21,14,0.29931972789115646,0.2040816326530612,2,8,28.0,0.06108565875329723,True,False,False,False,False,False,False
2024-08-25,30,0.30612244897959184,0.31632653061224486,6,8,14.0,0.09683465222823823,True,False,False,False,False,False,False
2024-08-16,48,0.36734693877551017,0.47959183673469385,4,8,30.0,0.17617659308621406,True,False,False,False,False,False,False
2024-08-14,40,0.4557823129251701,0.13265306122448978,2,8,48.0,0.060460919061502146,True,False,False,False,False,False,False
2024-08-03,32,0.2585034013605442,0.19387755102040813,5,8,40.0,0.05011800638622795,True,False,False,False,False,False,False
2024-08-18,56,0.14285714285714285,0.173469387755102,6,8,32.0,0.024781341107871713,True,False,False,False,False,False,False
2024-08-10,53,0.17687074829931973,0.4693877551020408,5,8,56.0,0.08302096348743579,True,False,False,False,False,False,False
2024-08-07,55,0.14965986394557823,0.48979591836734687,2,8,53.0,0.07330279050395667,True,False,False,False,False,False,False
2024-08-10,18,0.4013605442176871,0.3571428571428571,5,8,55.0,0.1433430515063168,True,False,False,False,False,False,False
2024-08-26,11,0.09523809523809523,0.37755102040816324,0,8,18.0,0.035957240038872684,True,False,False,False,False,False,False
2024-08-05,47,0.19047619047619047,0.16326530612244897,0,8,11.0,0.031098153547133134,True,False,False,False,False,False,False
2024-08-16,54,0.06802721088435373,0.3061224489795918,4,8,47.0,0.020824656393169508,True,False,False,False,False,False,False
2024-08-20,26,0.10884353741496598,0.336734693877551,1,8,54.0,0.03665139525197834,True,False,False,False,False,False,False
2024-08-13,13,0.30612244897959184,0.14285714285714282,1,8,26.0,0.04373177842565597,True,False,False,False,False,False,False
2024-08-28,40,0.19047619047619047,0.47959183673469385,2,8,13.0,0.09135082604470358,True,False,False,False,False,False,False
2024-08-27,19,0.23809523809523808,0.2755102040816326,1,8,40.0,0.06559766763848396,True,False,False,False,False,False,False
2024-08-07,12,0.36734693877551017,0.21428571428571425,2,8,19.0,0.07871720116618074,True,False,False,False,False,False,False
2024-08-18,24,0.08843537414965986,0.07142857142857142,6,8,12.0,0.006316812439261419,False,False,True,False,False,False,False
2024-08-29,13,0.05442176870748299,0.0,3,8,24.0,0.0,False,False,True,False,False,False,False
2024-08-03,17,0.08843537414965986,0.08163265306122448,5,8,13.0,0.007219214216298764,False,False,True,False,False,False,False
2024-08-28,21,0.06802721088435373,0.07142857142857142,2,8,17.0,0.004859086491739552,False,False,True,False,False,False,False
2024-08-01,10,0.04081632653061224,0.05102040816326531,3,8,21.0,0.0020824656393169513,False,False,True,False,False,False,False
2024-08-26,16,0.09523809523809523,0.04081632653061224,0,8,10.0,0.0038872691933916417,False,False,True,False,False,False,False
2024-08-16,25,0.08163265306122448,0.04081632653061224,4,8,16.0,0.0033319450229071213,False,False,True,False,False,False,False
2024-08-04,7,0.027210884353741496,0.030612244897959183,6,8,25.0,0.0008329862557267804,False,False,True,False,False,False,False
2024-08-25,22,0.06802721088435373,0.0,6,8,7.0,0.0,False,False,True,False,False,False,False
2024-08-14,19,0.013605442176870748,0.04081632653061224,2,8,22.0,0.0005553241704845203,False,False,True,False,False,False,False
2024-08-22,7,0.05442176870748299,0.08163265306122448,3,8,19.0,0.004442593363876163,False,False,True,False,False,False,False
2024-08-11,16,0.07482993197278912,0.07142857142857142,6,8,7.0,0.005344995140913508,False,False,True,False,False,False,False
2024-08-06,16,0.061224489795918366,0.04081632653061224,1,8,16.0,0.0024989587671803413,False,False,True,False,False,False,False
2024-08-08,8,0.07482993197278912,0.07142857142857142,3,8,16.0,0.005344995140913508,False,False,True,False,False,False,False
2024-08-26,22,0.08843537414965986,0.04081632653061224,0,8,8.0,0.003609607108149382,False,False,True,False,False,False,False
2024-08-09,8,0.08163265306122448,0.05102040816326531,4,8,22.0,0.004164931278633903,False,False,True,False,False,False,False
2024-08-17,13,0.013605442176870748,0.04081632653061224,5,8,8.0,0.0005553241704845203,False,False,True,False,False,False,False
2024-08-20,17,0.08843537414965986,0.020408163265306124,1,8,13.0,0.0018048035540746913,False,False,True,False,False,False,False
2024-08-29,10,0.02040816326530612,0.020408163265306124,3,8,17.0,0.00041649312786339027,False,False,True,False,False,False,False
2024-08-05,19,0.06802721088435373,0.01020408163265306,0,8,10.0,0.0006941552131056503,False,False,True,False,False,False,False
2024-08-10,22,0.08163265306122448,0.04081632653061224,5,8,19.0,0.0033319450229071213,False,False,True,False,False,False,False
2024-08-23,5,0.047619047619047616,0.0,4,8,22.0,0.0,False,False,True,False,False,False,False
2024-08-18,19,0.013605442176870748,0.04081632653061224,6,8,5.0,0.0005553241704845203,False,False,True,False,False,False,False
2024-08-26,21,0.09523809523809523,0.0,0,8,19.0,0.0,False,False,True,False,False,False,False
2024-08-02,13,0.027210884353741496,0.0,4,8,21.0,0.0,False,False,True,False,False,False,False
